SoilType,Season,Rainfall_mm,Temp_C,Humidity_%,RecommendedCrop
Mountain,Kharif,785,16.2,77,Barley
Mountain,Zaid,1243,18.5,71,Barley
Mountain,Rabi,1102,16.3,74,Barley
Mountain,Zaid,983,17.3,82,Barley
Mountain,Rabi,1056,20.2,81,Barley
Mountain,Zaid,991,18.5,73,Barley
Mountain,Zaid,1438,20.5,80,Barley
Mountain,Zaid,1102,19.6,75,Barley
Mountain,Rabi,846,21.8,89,Barley
Mountain,Kharif,786,18.4,86,Barley
Mountain,Kharif,1040,24.5,76,Barley
Mountain,Zaid,1194,16.8,88,Barley
Mountain,Kharif,670,24.6,78,Barley
Mountain,Rabi,889,23.0,79,Barley
Mountain,Kharif,673,21.8,74,Barley
Mountain,Rabi,959,22.0,74,Barley
Mountain,Rabi,855,16.9,73,Barley
Mountain,Kharif,865,20.5,79,Barley
Mountain,Zaid,1336,24.7,88,Barley
Mountain,Kharif,1204,15.3,72,Barley
Mountain,Rabi,841,17.6,82,Barley
Mountain,Zaid,874,22.3,82,Barley
Mountain,Rabi,860,19.6,84,Barley
Mountain,Rabi,618,15.0,87,Barley
Mountain,Zaid,1048,23.0,83,Barley
Mountain,Kharif,1115,18.6,85,Barley
Mountain,Rabi,971,22.0,79,Barley
Mountain,Rabi,1244,22.6,74,Barley
Mountain,Kharif,606,15.1,71,Barley
Mountain,Kharif,1188,15.4,77,Barley
Mountain,Zaid,601,22.8,89,Barley
Mountain,Zaid,1103,20.5,70,Barley
Mountain,Zaid,819,15.0,88,Barley
Mountain,Zaid,889,18.4,71,Barley
Mountain,Rabi,1132,19.9,78,Barley
Mountain,Zaid,1384,16.4,90,Barley
Mountain,Zaid,668,18.6,86,Barley
Mountain,Kharif,1021,20.4,70,Barley
Mountain,Kharif,1088,18.6,73,Barley
Mountain,Kharif,1495,19.9,71,Barley
Mountain,Rabi,1360,23.3,81,Barley
Mountain,Zaid,1350,19.6,75,Barley
Mountain,Kharif,811,22.1,78,Barley
Mountain,Rabi,917,18.9,81,Barley
Mountain,Zaid,834,17.5,77,Barley
Mountain,Zaid,690,16.1,81,Barley
Mountain,Rabi,1363,18.2,80,Barley
Mountain,Kharif,792,23.7,72,Barley
Mountain,Rabi,1409,19.5,72,Barley
Mountain,Zaid,1245,23.1,71,Barley
Mountain,Kharif,1122,23.0,82,Barley
Mountain,Kharif,678,18.6,70,Barley
Mountain,Kharif,1139,17.9,89,Barley
Mountain,Rabi,1249,16.9,75,Barley
Mountain,Rabi,1024,19.4,74,Barley
Mountain,Zaid,1220,20.1,70,Barley
Mountain,Rabi,1152,22.6,76,Barley
Mountain,Kharif,1194,17.8,88,Barley
Mountain,Zaid,640,24.5,90,Barley
Mountain,Rabi,1327,24.5,73,Barley
Mountain,Rabi,642,15.8,86,Barley
Mountain,Kharif,1043,24.3,79,Barley
Mountain,Kharif,1204,15.6,80,Barley
Mountain,Zaid,781,20.0,80,Barley
Mountain,Kharif,955,21.9,90,Barley
Mountain,Kharif,1121,21.1,70,Barley
Mountain,Kharif,862,20.5,82,Barley
Mountain,Rabi,1086,15.7,82,Barley
Mountain,Kharif,1394,15.7,86,Barley
Mountain,Zaid,1411,17.6,89,Barley
Mountain,Rabi,1296,21.6,72,Barley
Mountain,Kharif,1028,17.1,75,Barley
Mountain,Zaid,1214,17.1,86,Barley
Mountain,Kharif,715,23.1,76,Barley
Mountain,Kharif,1197,16.4,87,Barley
Mountain,Rabi,667,22.7,73,Barley
Mountain,Rabi,1460,16.7,87,Barley
Mountain,Kharif,999,19.7,74,Barley
Mountain,Rabi,747,24.0,81,Barley
Mountain,Kharif,1376,17.9,82,Barley
Mountain,Zaid,836,24.8,70,Barley
Mountain,Rabi,1500,24.4,74,Barley
Mountain,Zaid,840,21.7,87,Barley
Mountain,Kharif,1076,15.9,89,Barley
Mountain,Kharif,618,15.8,77,Barley
Mountain,Kharif,961,17.8,77,Barley
Mountain,Rabi,896,15.8,85,Barley
Mountain,Kharif,1259,16.2,90,Barley
Mountain,Rabi,827,15.6,80,Barley
Mountain,Kharif,755,21.9,76,Barley
Mountain,Kharif,1041,24.0,79,Barley
Mountain,Zaid,1229,21.0,80,Barley
Mountain,Zaid,1489,19.6,86,Barley
Mountain,Rabi,705,22.1,71,Barley
Mountain,Zaid,689,23.6,80,Barley
Mountain,Kharif,1154,24.7,73,Barley
Mountain,Zaid,814,19.2,85,Barley
Mountain,Kharif,638,16.9,82,Barley
Mountain,Kharif,940,24.9,90,Barley
Mountain,Kharif,984,24.1,80,Barley
Mountain,Rabi,1159,16.9,73,Barley
Mountain,Zaid,1302,18.3,89,Barley
Mountain,Rabi,925,21.3,85,Barley
Mountain,Kharif,862,16.4,85,Barley
Mountain,Kharif,1239,23.0,81,Barley
Mountain,Zaid,934,15.7,79,Barley
Mountain,Zaid,1135,22.3,82,Barley
Mountain,Zaid,1215,18.0,75,Barley
Mountain,Rabi,753,21.0,77,Barley
Mountain,Rabi,1005,21.3,89,Barley
Mountain,Zaid,1011,22.9,90,Barley
Mountain,Kharif,877,19.8,81,Barley
Mountain,Rabi,1363,20.0,88,Barley
Mountain,Kharif,1115,18.0,77,Barley
Mountain,Kharif,1113,22.7,82,Barley
Mountain,Kharif,836,17.8,86,Barley
Mountain,Zaid,995,20.4,70,Barley
Mountain,Rabi,1340,18.9,84,Barley
Mountain,Zaid,1163,22.3,76,Barley
Mountain,Zaid,1167,20.9,70,Barley
Mountain,Kharif,732,21.1,86,Barley
Mountain,Kharif,884,25.0,88,Barley
Mountain,Zaid,906,16.6,75,Barley
Mountain,Zaid,878,17.0,79,Barley
Mountain,Kharif,1461,23.8,86,Barley
Mountain,Kharif,876,17.1,90,Barley
Mountain,Zaid,1058,22.0,86,Barley
Mountain,Rabi,1498,24.5,74,Barley
Mountain,Zaid,1049,15.9,88,Barley
Mountain,Zaid,1479,21.8,78,Barley
Mountain,Kharif,1124,17.7,87,Barley
Mountain,Kharif,1137,17.4,74,Barley
Mountain,Zaid,652,17.0,72,Barley
Mountain,Zaid,1043,19.5,84,Barley
Mountain,Zaid,1108,24.8,83,Barley
Mountain,Kharif,758,23.8,76,Barley
Mountain,Kharif,610,22.5,85,Barley
Mountain,Kharif,833,16.5,90,Barley
Mountain,Kharif,934,24.8,76,Barley
Mountain,Kharif,887,20.2,71,Barley
Mountain,Zaid,1125,20.9,81,Barley
Mountain,Zaid,679,16.2,76,Barley
Mountain,Kharif,1266,21.8,78,Barley
Mountain,Zaid,781,17.1,74,Barley
Mountain,Kharif,867,18.9,77,Barley
Mountain,Zaid,1109,17.5,86,Barley
Mountain,Kharif,1062,17.2,76,Barley
Mountain,Zaid,1259,21.1,81,Barley
Mountain,Zaid,1481,19.7,77,Barley
Mountain,Kharif,789,15.1,74,Barley
Mountain,Rabi,1051,16.8,88,Barley
Mountain,Zaid,979,18.1,78,Barley
Mountain,Kharif,930,17.4,85,Barley
Mountain,Zaid,1283,15.8,70,Barley
Mountain,Kharif,879,18.5,82,Barley
Mountain,Zaid,1270,21.4,89,Barley
Mountain,Zaid,1171,20.4,72,Barley
Mountain,Kharif,1405,18.1,76,Barley
Mountain,Zaid,603,18.3,87,Barley
Mountain,Kharif,628,17.0,85,Barley
Mountain,Kharif,933,20.7,74,Barley
Mountain,Kharif,656,21.2,75,Barley
Mountain,Rabi,1241,15.6,89,Barley
Mountain,Zaid,1469,15.3,80,Barley
Mountain,Zaid,711,15.9,82,Barley
Mountain,Zaid,796,15.5,90,Barley
Mountain,Zaid,1203,20.0,76,Barley
Mountain,Rabi,805,23.1,85,Barley
Mountain,Kharif,1309,16.6,89,Barley
Mountain,Kharif,608,15.6,78,Barley
Mountain,Rabi,818,24.1,70,Barley
Mountain,Kharif,1291,24.1,87,Barley
Mountain,Rabi,728,18.0,89,Barley
Mountain,Zaid,1025,21.4,75,Barley
Mountain,Rabi,1376,18.3,81,Barley
Mountain,Zaid,926,20.5,76,Barley
Mountain,Zaid,1478,22.5,88,Barley
Mountain,Kharif,1438,15.1,82,Barley
Mountain,Kharif,1212,22.2,73,Barley
Mountain,Kharif,760,16.8,77,Barley
Mountain,Zaid,1277,21.5,77,Barley
Mountain,Kharif,1006,15.2,85,Barley
Mountain,Kharif,1324,23.4,87,Barley
Mountain,Rabi,1475,19.7,71,Barley
Mountain,Kharif,1001,24.7,79,Barley
Mountain,Kharif,701,23.6,84,Barley
Mountain,Rabi,621,22.4,87,Barley
Mountain,Rabi,1219,21.8,83,Barley
Mountain,Rabi,830,22.9,78,Barley
Mountain,Rabi,1019,17.7,79,Barley
Mountain,Zaid,1391,19.3,79,Barley
Mountain,Zaid,1435,24.2,75,Barley
Mountain,Zaid,735,15.4,78,Barley
Mountain,Kharif,709,19.8,73,Barley
Mountain,Zaid,1013,20.5,72,Barley
Mountain,Zaid,702,23.9,71,Barley
Mountain,Kharif,1131,16.6,87,Barley
Mountain,Rabi,989,23.8,77,Barley
Mountain,Kharif,819,22.6,77,Barley
Mountain,Rabi,613,19.1,72,Barley
Mountain,Rabi,1354,16.5,85,Barley
Mountain,Kharif,1270,22.4,86,Barley
Mountain,Zaid,1131,15.9,71,Barley
Mountain,Zaid,960,24.0,82,Barley
Mountain,Zaid,704,17.3,77,Barley
Mountain,Zaid,1091,23.4,83,Barley
Mountain,Kharif,1205,17.8,90,Barley
Mountain,Rabi,1008,21.6,85,Barley
Mountain,Zaid,721,22.9,74,Barley
Mountain,Rabi,884,24.3,79,Barley
Mountain,Kharif,1449,19.1,78,Barley
Mountain,Zaid,1016,20.2,85,Barley
Mountain,Rabi,677,16.8,85,Barley
Mountain,Zaid,766,24.8,83,Barley
Mountain,Rabi,1026,22.0,88,Barley
Mountain,Zaid,1449,18.6,79,Barley
Mountain,Rabi,1465,15.9,86,Barley
Mountain,Kharif,823,21.8,76,Barley
Mountain,Zaid,840,24.1,76,Barley
Mountain,Kharif,1385,23.4,86,Barley
Mountain,Rabi,601,20.5,82,Barley
Mountain,Rabi,601,23.5,84,Barley
Mountain,Kharif,1087,23.0,78,Barley
Mountain,Zaid,647,23.8,84,Barley
Mountain,Kharif,1031,18.7,79,Barley
Mountain,Zaid,697,15.8,86,Barley
Mountain,Rabi,709,24.3,83,Barley
Mountain,Zaid,1433,16.2,79,Barley
Mountain,Zaid,678,17.8,78,Barley
Mountain,Kharif,738,15.9,78,Barley
Mountain,Rabi,1195,18.3,78,Barley
Mountain,Kharif,889,20.0,80,Barley
Mountain,Zaid,1472,19.1,70,Barley
Mountain,Rabi,1379,21.8,90,Barley
Mountain,Rabi,628,16.9,90,Barley
Mountain,Zaid,967,16.5,83,Barley
Mountain,Kharif,1068,23.7,75,Barley
Mountain,Kharif,1452,21.1,80,Barley
Mountain,Kharif,1255,22.2,83,Barley
Mountain,Rabi,696,19.7,85,Barley
Mountain,Kharif,814,20.7,74,Barley
Mountain,Zaid,1383,19.2,85,Barley
Mountain,Rabi,971,24.7,75,Barley
Mountain,Zaid,1407,19.8,72,Barley
Mountain,Zaid,790,19.9,86,Barley
Mountain,Zaid,719,23.0,79,Barley
Mountain,Zaid,1178,15.2,70,Barley
Mountain,Zaid,1338,24.3,73,Barley
Mountain,Rabi,947,24.9,85,Barley
Mountain,Rabi,1372,19.2,76,Barley
Mountain,Rabi,625,21.5,74,Barley
Mountain,Zaid,1324,23.4,81,Barley
Mountain,Kharif,1400,24.5,72,Barley
Mountain,Kharif,853,24.0,74,Barley
Mountain,Zaid,1276,24.8,75,Barley
Mountain,Kharif,1315,22.7,75,Barley
Mountain,Zaid,1045,16.5,80,Barley
Mountain,Zaid,913,16.1,74,Barley
Mountain,Rabi,730,19.2,84,Barley
Mountain,Rabi,1127,17.1,83,Barley
Mountain,Kharif,1375,16.0,88,Barley
Mountain,Rabi,1219,16.0,89,Barley
Mountain,Kharif,1434,18.7,90,Barley
Mountain,Kharif,1200,23.9,88,Barley
Mountain,Kharif,1131,21.0,78,Barley
Mountain,Zaid,1250,24.4,72,Barley
Mountain,Rabi,1206,23.4,71,Barley
Mountain,Kharif,1371,15.4,80,Barley
Mountain,Rabi,716,21.1,89,Barley
Mountain,Rabi,1028,23.6,71,Barley
Mountain,Rabi,836,21.5,83,Barley
Mountain,Rabi,691,20.7,84,Barley
Mountain,Zaid,746,24.5,81,Barley
Mountain,Rabi,658,22.6,80,Barley
Mountain,Kharif,956,16.6,84,Barley
Mountain,Zaid,1324,16.9,88,Barley
Mountain,Zaid,1420,18.2,77,Barley
Mountain,Zaid,837,16.3,89,Barley
Mountain,Kharif,1449,15.3,78,Barley
Mountain,Kharif,1094,22.7,71,Barley
Mountain,Kharif,1169,23.8,75,Barley
Mountain,Zaid,1158,22.9,88,Barley
Mountain,Kharif,897,16.1,88,Barley
Mountain,Zaid,1489,25.0,75,Barley
Mountain,Rabi,829,16.5,87,Barley
Mountain,Kharif,679,19.3,70,Barley
Mountain,Kharif,1027,16.7,74,Barley
Mountain,Zaid,779,20.0,71,Barley
Mountain,Rabi,1268,22.9,80,Barley
Mountain,Kharif,1371,18.5,77,Barley
Mountain,Zaid,1125,20.6,72,Barley
Mountain,Rabi,1035,15.9,76,Barley
Mountain,Rabi,979,21.6,90,Barley
Mountain,Kharif,708,24.3,82,Barley
Mountain,Rabi,604,24.8,87,Barley
Mountain,Kharif,1360,17.0,81,Barley
Mountain,Rabi,1251,15.8,78,Barley
Mountain,Zaid,1208,22.1,72,Barley
Mountain,Kharif,752,22.0,87,Barley
Mountain,Kharif,1463,24.4,80,Barley
Mountain,Rabi,1120,20.0,78,Barley
Mountain,Zaid,1210,20.9,83,Barley
Mountain,Zaid,1142,24.7,75,Barley
Black,Kharif,867,27.0,63,Cotton
Black,Rabi,928,28.6,66,Cotton
Black,Zaid,815,27.4,66,Cotton
Black,Kharif,887,29.0,66,Cotton
Black,Rabi,928,27.7,56,Cotton
Black,Rabi,954,30.0,68,Cotton
Black,Rabi,866,26.9,60,Cotton
Black,Zaid,926,29.7,67,Cotton
Black,Zaid,844,28.3,53,Cotton
Black,Zaid,814,28.8,51,Cotton
Black,Kharif,930,27.1,50,Cotton
Black,Kharif,903,27.5,53,Cotton
Black,Zaid,900,27.6,53,Cotton
Black,Zaid,865,28.6,62,Cotton
Black,Zaid,811,28.9,61,Cotton
Black,Kharif,903,26.2,57,Cotton
Black,Kharif,942,29.1,58,Cotton
Black,Zaid,897,29.2,63,Cotton
Black,Kharif,990,27.4,50,Cotton
Black,Rabi,854,29.2,70,Cotton
Black,Rabi,865,27.8,61,Cotton
Black,Rabi,883,27.4,67,Cotton
Black,Rabi,975,26.1,53,Cotton
Black,Rabi,919,26.3,55,Cotton
Black,Zaid,891,26.5,52,Cotton
Black,Rabi,975,28.7,64,Cotton
Black,Rabi,892,27.0,65,Cotton
Black,Zaid,936,26.5,58,Cotton
Black,Kharif,988,29.0,52,Cotton
Black,Kharif,832,29.5,54,Cotton
Black,Zaid,992,26.6,55,Cotton
Black,Kharif,883,27.1,63,Cotton
Black,Zaid,839,26.5,63,Cotton
Black,Rabi,903,27.4,61,Cotton
Black,Kharif,852,28.6,53,Cotton
Black,Rabi,834,29.8,61,Cotton
Black,Rabi,842,29.0,50,Cotton
Black,Zaid,832,27.8,62,Cotton
Black,Kharif,954,26.1,64,Cotton
Black,Kharif,993,26.2,66,Cotton
Black,Rabi,806,26.4,54,Cotton
Black,Rabi,936,28.1,61,Cotton
Black,Kharif,912,28.9,59,Cotton
Black,Zaid,833,26.8,50,Cotton
Black,Zaid,932,29.7,54,Cotton
Black,Rabi,832,28.7,50,Cotton
Black,Zaid,901,29.9,67,Cotton
Black,Zaid,827,29.2,67,Cotton
Black,Rabi,958,29.3,62,Cotton
Black,Kharif,807,28.2,68,Cotton
Black,Kharif,918,26.9,70,Cotton
Black,Rabi,906,27.1,56,Cotton
Black,Zaid,891,27.9,60,Cotton
Black,Kharif,916,27.3,52,Cotton
Black,Kharif,831,29.8,70,Cotton
Black,Kharif,930,27.4,63,Cotton
Black,Kharif,968,27.0,66,Cotton
Black,Zaid,853,27.3,64,Cotton
Black,Rabi,989,26.4,50,Cotton
Black,Kharif,976,27.5,69,Cotton
Black,Rabi,936,26.4,56,Cotton
Black,Rabi,987,28.2,59,Cotton
Black,Zaid,839,26.3,52,Cotton
Black,Zaid,873,29.9,63,Cotton
Black,Zaid,862,28.7,53,Cotton
Black,Rabi,838,27.3,62,Cotton
Black,Rabi,883,29.8,57,Cotton
Black,Kharif,869,29.7,69,Cotton
Black,Rabi,836,27.8,68,Cotton
Black,Zaid,838,26.4,66,Cotton
Black,Kharif,987,27.4,70,Cotton
Black,Kharif,954,26.3,56,Cotton
Black,Kharif,881,28.1,68,Cotton
Black,Kharif,901,27.6,59,Cotton
Black,Zaid,861,28.5,60,Cotton
Black,Zaid,907,29.2,62,Cotton
Black,Kharif,959,27.5,60,Cotton
Black,Kharif,879,26.9,53,Cotton
Black,Rabi,805,27.6,50,Cotton
Black,Zaid,909,27.5,70,Cotton
Black,Rabi,884,26.7,55,Cotton
Black,Kharif,982,29.2,66,Cotton
Black,Kharif,816,29.6,51,Cotton
Black,Rabi,936,26.2,63,Cotton
Black,Kharif,966,29.4,67,Cotton
Black,Rabi,824,27.2,56,Cotton
Black,Rabi,851,29.7,68,Cotton
Black,Rabi,976,28.1,63,Cotton
Black,Zaid,837,27.1,54,Cotton
Black,Rabi,875,28.8,55,Cotton
Black,Kharif,992,28.3,64,Cotton
Black,Zaid,963,29.5,61,Cotton
Black,Kharif,844,28.6,66,Cotton
Black,Rabi,863,28.4,57,Cotton
Black,Rabi,845,29.1,68,Cotton
Black,Zaid,839,27.7,68,Cotton
Black,Zaid,977,27.6,50,Cotton
Black,Zaid,824,27.9,53,Cotton
Black,Zaid,828,28.8,57,Cotton
Black,Kharif,948,29.4,52,Cotton
Black,Zaid,837,29.9,53,Cotton
Black,Rabi,804,28.6,68,Cotton
Black,Zaid,844,26.9,59,Cotton
Black,Rabi,855,27.7,63,Cotton
Black,Kharif,985,29.3,53,Cotton
Black,Rabi,898,27.4,54,Cotton
Black,Zaid,946,29.6,68,Cotton
Black,Rabi,993,28.8,61,Cotton
Black,Zaid,832,27.1,67,Cotton
Black,Kharif,884,27.6,65,Cotton
Black,Rabi,835,26.6,68,Cotton
Black,Zaid,999,28.8,58,Cotton
Black,Rabi,867,28.4,63,Cotton
Black,Kharif,981,28.8,57,Cotton
Black,Zaid,815,27.6,57,Cotton
Black,Rabi,935,29.5,68,Cotton
Black,Rabi,863,29.3,67,Cotton
Black,Rabi,852,29.1,68,Cotton
Black,Rabi,876,29.8,52,Cotton
Black,Rabi,834,29.2,54,Cotton
Black,Kharif,959,29.2,51,Cotton
Black,Kharif,980,29.1,64,Cotton
Black,Rabi,988,29.8,68,Cotton
Black,Zaid,1000,26.5,69,Cotton
Black,Zaid,992,27.7,58,Cotton
Black,Zaid,969,27.7,61,Cotton
Black,Zaid,959,28.8,62,Cotton
Black,Kharif,873,29.1,58,Cotton
Black,Rabi,972,28.9,61,Cotton
Black,Kharif,855,27.3,66,Cotton
Black,Rabi,994,26.7,60,Cotton
Black,Kharif,973,29.4,65,Cotton
Black,Kharif,923,28.8,51,Cotton
Black,Kharif,927,27.9,60,Cotton
Black,Zaid,869,28.5,55,Cotton
Black,Rabi,925,27.5,50,Cotton
Black,Kharif,835,29.4,65,Cotton
Black,Zaid,830,26.1,58,Cotton
Black,Rabi,973,28.6,65,Cotton
Black,Zaid,852,27.8,63,Cotton
Black,Rabi,863,28.5,58,Cotton
Black,Kharif,904,28.1,53,Cotton
Black,Kharif,914,29.0,52,Cotton
Black,Zaid,909,29.1,61,Cotton
Black,Zaid,929,29.4,66,Cotton
Black,Zaid,903,29.1,51,Cotton
Black,Rabi,915,27.5,65,Cotton
Black,Rabi,947,28.2,53,Cotton
Black,Zaid,949,26.7,60,Cotton
Black,Rabi,870,26.0,60,Cotton
Black,Kharif,974,26.2,60,Cotton
Black,Rabi,940,29.0,52,Cotton
Black,Zaid,940,28.2,56,Cotton
Black,Kharif,987,26.5,50,Cotton
Black,Rabi,826,29.9,53,Cotton
Black,Zaid,953,28.7,62,Cotton
Black,Rabi,990,28.8,50,Cotton
Black,Kharif,982,29.3,68,Cotton
Black,Rabi,906,27.1,65,Cotton
Black,Zaid,873,29.7,52,Cotton
Black,Zaid,865,26.6,56,Cotton
Black,Kharif,808,29.4,61,Cotton
Black,Rabi,837,28.2,60,Cotton
Black,Kharif,912,28.7,65,Cotton
Black,Rabi,828,29.4,50,Cotton
Black,Kharif,884,29.7,51,Cotton
Black,Kharif,892,28.5,54,Cotton
Black,Rabi,992,26.4,54,Cotton
Black,Zaid,882,28.8,57,Cotton
Black,Rabi,820,29.0,61,Cotton
Black,Zaid,953,27.9,67,Cotton
Black,Kharif,847,29.2,64,Cotton
Black,Zaid,842,28.1,70,Cotton
Black,Kharif,975,28.4,68,Cotton
Black,Zaid,912,27.4,58,Cotton
Black,Kharif,821,27.7,67,Cotton
Black,Rabi,847,26.7,52,Cotton
Black,Zaid,978,26.9,67,Cotton
Black,Zaid,997,29.5,63,Cotton
Black,Zaid,901,26.1,58,Cotton
Black,Zaid,851,28.3,54,Cotton
Black,Rabi,888,27.9,63,Cotton
Black,Kharif,805,29.4,69,Cotton
Black,Kharif,830,26.4,51,Cotton
Black,Zaid,827,26.2,52,Cotton
Black,Zaid,906,26.1,53,Cotton
Black,Kharif,999,29.3,57,Cotton
Black,Kharif,838,27.5,68,Cotton
Black,Rabi,828,27.4,68,Cotton
Black,Zaid,829,29.0,69,Cotton
Black,Zaid,947,28.0,53,Cotton
Black,Rabi,976,29.5,51,Cotton
Black,Zaid,935,29.9,61,Cotton
Black,Kharif,883,29.4,66,Cotton
Black,Zaid,986,26.7,50,Cotton
Black,Kharif,882,28.4,65,Cotton
Black,Zaid,863,26.1,64,Cotton
Black,Zaid,832,28.7,70,Cotton
Black,Rabi,831,28.7,62,Cotton
Black,Kharif,813,26.4,59,Cotton
Black,Rabi,920,27.4,61,Cotton
Black,Rabi,980,28.0,61,Cotton
Black,Rabi,980,29.7,56,Cotton
Black,Zaid,908,27.2,62,Cotton
Black,Rabi,824,27.7,66,Cotton
Black,Kharif,999,26.9,59,Cotton
Black,Zaid,971,29.5,58,Cotton
Black,Kharif,966,26.4,64,Cotton
Black,Rabi,836,27.8,63,Cotton
Black,Rabi,963,26.2,60,Cotton
Black,Kharif,817,28.0,63,Cotton
Black,Kharif,902,27.3,57,Cotton
Black,Kharif,994,29.6,59,Cotton
Black,Kharif,916,28.9,69,Cotton
Black,Rabi,928,27.5,56,Cotton
Black,Kharif,930,29.7,69,Cotton
Black,Kharif,930,27.1,64,Cotton
Black,Kharif,862,26.4,68,Cotton
Black,Zaid,928,27.6,63,Cotton
Black,Kharif,900,29.6,61,Cotton
Black,Zaid,855,27.0,59,Cotton
Black,Rabi,958,27.0,57,Cotton
Black,Rabi,860,29.2,54,Cotton
Black,Kharif,973,26.2,54,Cotton
Black,Rabi,923,29.8,58,Cotton
Black,Kharif,842,26.2,57,Cotton
Black,Kharif,883,26.9,62,Cotton
Black,Zaid,881,29.4,64,Cotton
Black,Rabi,895,28.7,61,Cotton
Black,Zaid,955,29.6,51,Cotton
Black,Zaid,824,26.6,57,Cotton
Black,Rabi,854,28.5,61,Cotton
Black,Rabi,967,26.8,50,Cotton
Black,Rabi,877,26.3,67,Cotton
Black,Zaid,839,27.7,54,Cotton
Black,Kharif,995,29.8,55,Cotton
Black,Zaid,949,29.9,50,Cotton
Black,Rabi,903,26.0,55,Cotton
Black,Kharif,888,28.9,69,Cotton
Black,Zaid,951,28.9,61,Cotton
Black,Zaid,854,26.8,65,Cotton
Black,Kharif,991,28.9,53,Cotton
Black,Zaid,951,29.1,58,Cotton
Black,Zaid,882,28.7,62,Cotton
Black,Kharif,872,28.9,57,Cotton
Black,Zaid,836,28.2,66,Cotton
Black,Rabi,985,27.0,54,Cotton
Black,Kharif,867,27.4,67,Cotton
Black,Rabi,836,27.7,50,Cotton
Black,Rabi,986,27.8,56,Cotton
Black,Rabi,886,29.0,64,Cotton
Black,Kharif,925,27.3,62,Cotton
Black,Rabi,837,28.4,60,Cotton
Black,Kharif,908,26.1,62,Cotton
Black,Rabi,994,28.0,59,Cotton
Black,Kharif,849,26.5,50,Cotton
Black,Zaid,951,28.5,66,Cotton
Black,Kharif,937,26.5,64,Cotton
Black,Kharif,990,27.9,53,Cotton
Black,Kharif,902,29.5,66,Cotton
Black,Rabi,931,28.5,70,Cotton
Black,Zaid,843,28.0,68,Cotton
Black,Zaid,906,28.8,65,Cotton
Black,Zaid,932,29.2,68,Cotton
Black,Rabi,871,27.0,63,Cotton
Black,Kharif,814,29.4,56,Cotton
Black,Kharif,939,27.5,63,Cotton
Black,Rabi,893,28.8,61,Cotton
Black,Rabi,850,27.6,60,Cotton
Black,Kharif,877,27.6,66,Cotton
Black,Kharif,817,28.9,68,Cotton
Black,Kharif,864,27.8,55,Cotton
Black,Kharif,942,26.9,59,Cotton
Black,Zaid,985,26.9,60,Cotton
Black,Rabi,916,26.4,61,Cotton
Black,Zaid,967,27.7,58,Cotton
Black,Kharif,869,28.3,65,Cotton
Black,Zaid,880,26.4,67,Cotton
Black,Rabi,938,29.0,51,Cotton
Black,Rabi,985,26.8,61,Cotton
Black,Zaid,938,28.7,55,Cotton
Black,Zaid,815,29.3,70,Cotton
Black,Rabi,939,29.9,70,Cotton
Black,Rabi,829,29.6,67,Cotton
Black,Rabi,893,27.1,58,Cotton
Black,Rabi,860,28.9,68,Cotton
Black,Zaid,846,29.6,53,Cotton
Black,Kharif,957,28.4,61,Cotton
Black,Zaid,972,27.4,65,Cotton
Black,Zaid,832,28.7,65,Cotton
Black,Zaid,806,27.6,68,Cotton
Black,Zaid,929,27.9,51,Cotton
Black,Kharif,824,28.4,61,Cotton
Black,Rabi,971,26.1,64,Cotton
Black,Kharif,838,28.8,68,Cotton
Black,Rabi,951,28.7,64,Cotton
Black,Zaid,884,27.5,58,Cotton
Black,Kharif,903,26.1,69,Cotton
Black,Zaid,869,26.9,63,Cotton
Black,Zaid,881,26.3,52,Cotton
Black,Rabi,987,29.6,68,Cotton
Black,Kharif,904,26.6,56,Cotton
Black,Zaid,980,26.3,69,Cotton
Black,Kharif,817,29.4,63,Cotton
Black,Rabi,880,28.7,55,Cotton
Black,Zaid,911,27.3,52,Cotton
Black,Rabi,808,27.1,56,Cotton
Black,Zaid,836,28.1,53,Cotton
Black,Kharif,801,28.1,66,Cotton
Black,Zaid,828,26.6,50,Cotton
Black,Rabi,881,26.4,58,Cotton
Black,Rabi,941,27.3,60,Cotton
Black,Zaid,811,29.1,57,Cotton
Black,Zaid,968,27.2,70,Cotton
Black,Zaid,842,28.2,51,Cotton
Black,Zaid,821,29.3,65,Cotton
Black,Kharif,923,28.8,56,Cotton
Black,Zaid,923,29.7,70,Cotton
Black,Kharif,828,28.0,69,Cotton
Black,Kharif,918,26.4,69,Cotton
Black,Zaid,963,26.1,53,Cotton
Black,Kharif,815,27.7,56,Cotton
Black,Kharif,952,28.3,57,Cotton
Black,Rabi,913,28.6,52,Cotton
Black,Zaid,947,29.6,52,Cotton
Black,Rabi,913,29.3,65,Cotton
Black,Rabi,833,26.3,69,Cotton
Black,Zaid,995,28.8,66,Cotton
Black,Kharif,938,29.6,60,Cotton
Black,Kharif,889,29.2,52,Cotton
Black,Kharif,804,28.8,69,Cotton
Black,Rabi,806,29.0,53,Cotton
Black,Zaid,883,29.0,58,Cotton
Black,Kharif,870,28.1,55,Cotton
Black,Kharif,986,29.4,55,Cotton
Black,Rabi,998,28.9,55,Cotton
Black,Zaid,850,29.7,56,Cotton
Black,Rabi,972,27.7,56,Cotton
Black,Rabi,869,29.5,64,Cotton
